,ID_REF,GSM215632,GSM215633,GSM215636,GSM215639,GSM215642
21230,CAT,2525.3,2667.0,2873.6,3542.8,2761.3
21231,ZNF471,51.2,44.4,64.1,137.6,60.6
21232,PLAUR,28.2,9.0,60.1,8.9,9.7
21233,PLCB1,93.2,56.9,19.6,88.6,10.2
21234,MYH9,1118.9,1142.3,1320.0,976.0,1153.1
21235,EEF1G /// MIR3654,40232.4,42078.7,54878.6,49532.6,45396.4
21236,DYNC1H1,1740.3,2368.5,1406.1,2166.5,2322.4
21237,HNRNPA3,3897.8,5082.4,5497.4,2569.7,2612.8
21238,HNRNPA3,1053.5,1319.2,1555.9,959.4,908.4
21239,HNRNPA3 /// HNRNPA3P1,7709.4,7932.0,7435.5,5651.2,7350.9
21240,HNRNPA3,2313.6,2802.7,3556.4,1902.5,2234.1
21241,HNRNPA3 /// HNRNPA3P1,4185.4,4520.1,5020.5,3176.4,3375.4
21242,GANAB,3846.4,3506.0,3573.5,5128.6,4363.4
21243,ARL6IP1,9850.4,8051.3,10184.5,11473.4,11389.2
21244,HSPA5,11772.2,14265.4,13662.8,23361.3,26505.2
21245,EIF4B,14159.8,15265.4,17987.3,19282.4,12856.8
21246,EIF4B,5532.5,6054.4,6984.9,8349.5,5594.2
21247,BTF3,25245.9,25553.8,29546.6,27806.1,27243.2
21248,H3F3A /// H3F3AP4 /// H3F3B,36198.3,37613.4,45099.7,46873.6,39414.3
21249,PEBP1,7441.3,8795.1,8713.3,9157.9,8517.1
21250,RPL13A /// RPL13AP5 /// RPL13AP6 /// SNORD32A /// SNORD33 /// SNORD34 /// SNORD35A,37505.3,39320.5,52285.1,48730.9,44216.6
21251,LOC101928826 /// TPT1,40302.0,45090.9,54602.4,50146.2,50374.0
21252,PRRC2C,1303.9,1285.4,1457.2,1140.9,1479.4
21253,ITGB1,12518.9,13909.7,17254.8,12712.5,12793.3
21254,PRRC2C,6082.9,6131.5,5115.1,4434.9,8360.5
21255,PRRC2C,441.5,264.4,265.6,232.2,173.0
21256,PRRC2C,799.3,836.6,703.7,673.4,1155.0
21257,NOLC1,1990.4,1918.6,2276.6,1899.8,1548.1
21258,UBR4,813.4,794.3,628.3,851.9,973.9
21259,NOLC1,13545.0,15603.9,17592.7,12324.9,11590.1
21260,IPO5,570.1,630.5,706.1,467.9,495.8
21261,IPO5,3091.6,2917.9,2633.3,2163.6,2770.3
21262,IPO5,5297.5,4578.5,4803.1,4944.4,5432.8
21263,IPO5,3109.0,2177.9,2671.3,3209.2,3301.1
21264,EIF1,38428.7,33792.2,43779.7,57780.6,52029.3
21265,IGFBP5,62.0,18.2,110.8,40.3,83.9
21266,IGFBP5,5.6,21.0,6.3,20.6,89.4
21267,RAB7A,2747.8,3019.9,2761.9,2170.8,2646.7
21268,RAB7A,2816.4,3702.6,3100.3,2472.1,2525.4
21269,ZFP36L1,1545.1,1980.2,1447.5,1435.8,1437.4
21270,ARPC5,8596.3,9052.0,10387.1,9758.6,10355.2
21271,COL4A2,92.0,50.7,93.4,162.3,68.1
21272,ZFP36L1,86.2,141.7,117.8,64.3,126.5
21273,COL4A2,79.3,76.8,4.0,12.4,82.2
21274,TMEM123,7981.2,9894.1,10508.9,7148.2,5874.0
21275,HSP90AA1,32008.9,32284.0,38130.0,23233.7,31258.1
21276,HSP90AA1,39376.4,41528.8,49860.6,37113.2,47644.8
21277,ACTB /// ACTG1,17802.2,18893.8,23392.9,25782.8,26012.1
21278,LRPPRC,6571.4,5547.7,5690.6,7807.6,5787.4
21279,RPLP0,43005.6,44634.2,58839.0,53129.3,50023.2
21280,NUDT3,449.3,779.2,705.7,355.3,320.8
21281,RBPJ,2578.0,2419.4,2296.1,1881.1,2027.4
21282,ARFGAP2,761.9,534.9,730.2,679.1,707.6
21283,NUDT3,866.3,1429.1,1412.7,746.1,728.0
21284,GPR107,361.9,300.3,312.4,362.1,468.3
21285,LOC101060363 /// PPIA,49911.0,51893.5,65367.9,63025.9,60586.0
21286,GPR107,409.7,357.5,574.4,314.9,366.0
21287,COL4A1,72.2,46.0,24.9,70.7,24.0
21288,COL4A1,9.0,8.4,7.0,14.0,10.5
21289,XPO6,2256.4,2513.6,2373.1,2571.4,2868.9
21290,ACTB /// ACTG1,21605.0,24309.3,27904.8,32618.3,30506.8
21291,CALM1 /// CALM2 /// CALM3,2672.3,3186.2,4240.6,2453.8,2681.1
21292,CALM1 /// CALM2 /// CALM3,1915.7,2528.7,2605.8,1698.4,2053.5
21293,AHNAK,351.7,455.1,333.0,310.8,821.8
21294,TOP2B,5254.0,5449.9,5059.2,3458.1,6132.9
21295,SMARCE1,6281.7,7911.1,7906.5,6440.4,7144.0
21296,SMARCE1,4698.4,4704.7,4468.6,5610.0,6537.1
21297,HLA-DPA1,54.5,46.0,6.4,17.8,83.1
21298,HLA-DPA1,40.5,13.4,5.0,29.6,21.1
21299,WNK1,1782.9,1940.6,1784.7,2063.2,2185.5
21300,WNK1,581.9,649.1,642.3,515.9,490.9
21301,WNK1,1614.7,1868.2,1736.3,1723.3,2086.1
21302,ACTB /// ACTG1,22488.6,23944.6,28640.2,33465.8,29405.2
21303,LOC101060275 /// LOC101929910 /// LOC613037 /// NPIPA5 /// NPIPB11 /// NPIPB3 /// NPIPB4 /// NPIPB5,789.3,1000.9,823.6,646.0,677.0
21304,H3F3A /// H3F3B /// MIR4738,22959.8,22922.1,27387.9,29096.1,31164.9
21305,H3F3A /// H3F3B /// MIR4738,155.2,209.7,79.6,112.9,190.2
21306,H3F3A /// H3F3B /// MIR4738,15988.3,14184.3,16959.6,15249.8,16465.7
21307,SUGP2,375.6,420.7,484.5,382.8,327.5
21308,SUGP2,693.2,673.3,725.6,608.3,683.4
21309,SZRD1,617.5,582.2,684.0,605.0,535.1
21310,SZRD1,459.6,332.7,409.1,468.8,831.2
21311,SZRD1,808.4,702.8,713.5,729.5,845.0
21312,SZRD1,391.7,535.0,395.4,507.6,618.9
21313,UBXN4,2151.4,2184.1,2149.5,2239.3,1882.4
21314,UBXN4,3583.5,2910.9,3765.0,4145.2,2815.8
21315,UBXN4,1132.9,1082.5,1132.6,1432.2,1223.2
21316,STIP1,3473.4,3066.9,3492.1,3276.1,4834.8
21317,CDV3,6161.0,5939.6,6035.9,6841.6,11093.2
21318,PXDN,1555.1,1530.1,1431.3,1607.5,2272.2
21319,PXDN,448.3,459.7,381.1,456.4,796.3
21320,CD44,7.4,11.4,7.3,8.0,57.9
21321,MIR4745 /// PTBP1,4494.8,4801.1,4824.3,4079.2,5143.8
21322,MIR4745 /// PTBP1,855.0,1115.2,928.9,922.8,1395.6
21323,FAM168B,1355.9,1560.0,1459.0,1804.9,1339.0
21324,RSL1D1,5985.7,6414.4,5651.1,6034.2,5994.6
21325,RSL1D1,164.4,88.1,130.3,80.6,94.2
21326,MKI67,378.4,407.8,226.6,372.4,528.1
21327,MKI67,626.8,379.9,272.4,568.4,846.9
21328,MKI67,610.6,396.0,314.0,593.8,839.2
21329,MKI67,532.2,337.2,309.0,294.8,543.1
21330,FLII,1760.7,1804.9,2042.4,1223.4,1240.8
21331,FLII,679.3,991.2,734.6,687.6,575.7
21332,EXOC7,383.2,452.9,439.6,493.4,330.8
21333,RBM25,2738.0,3003.4,2994.6,1988.6,2784.8
21334,RBM25,2783.6,2562.3,2297.9,1926.4,2678.8
21335,LOC101928378,6.7,10.7,12.5,80.8,6.0
21336,RBM25,2095.6,2017.2,2230.2,1210.5,1639.5
21337,RBM25,2308.9,1998.6,1927.0,1391.9,2017.6
21338,PTOV1,754.4,973.9,1024.2,461.4,686.5
21339,RBM25,4113.1,4513.0,3224.6,3589.4,4113.6
21340,EXOC7,1224.6,1457.6,1415.1,996.6,1456.8
21341,EXOC7,549.9,678.8,616.0,653.5,707.1
21342,PNN,4756.4,4422.9,4257.3,4005.2,5185.2
21343,PNN,3717.3,4830.0,4177.1,3578.2,4301.5
21344,VDAC1,10474.6,13114.5,11050.8,9518.2,10563.0
21345,RNU86 /// RPL3 /// SNORD83B,56311.6,54361.0,78463.3,62610.0,61097.6
21346,TGOLN2,354.4,314.0,286.8,183.6,312.7
21347,ATP6V0D1,5648.4,6866.3,6858.6,6590.6,7559.5
21348,RPL7,44745.7,46240.6,57004.5,48126.1,50046.0
21349,TGOLN2,2314.0,2013.6,1960.5,1936.0,2363.0
21350,RPL27A,961.9,809.5,1296.9,1195.8,1843.8
21351,GLG1,173.1,310.0,159.4,258.3,197.5
21352,MAPK3,576.7,859.8,512.3,648.2,570.9
21353,RNF167,1363.8,1189.7,1148.3,1366.8,1638.6
21354,YARS,3470.4,2415.4,2304.0,5210.2,2966.5
21355,WIPF2,430.1,469.0,426.0,425.1,453.7
21356,WIPF2,937.1,945.9,1071.0,882.0,778.4
21357,WIPF2,892.6,894.2,926.1,978.2,853.0
21358,TBC1D9B,1572.0,1694.0,1712.3,1346.7,1280.4
21359,LOC102724985 /// PDXDC1,3193.7,3523.2,3264.5,3220.2,3013.2
21360,TBC1D9B,879.6,948.0,957.0,727.5,831.5
21361,TPGS2,2139.6,2176.1,1875.7,2301.1,2411.6
21362,GSE1,1942.5,2878.8,2612.8,1990.5,2326.9
21363,GSE1,2586.2,2800.7,3498.3,2456.0,2863.5
21364,U2SURP,4622.7,3197.6,3601.0,3448.7,5657.7
21365,TRPC4AP,354.0,355.2,330.2,420.5,401.9
21366,U2SURP,1251.9,1265.4,1217.9,553.7,910.3
21367,U2SURP,816.3,944.4,967.0,399.0,603.1
21368,ATP9A,1714.9,1526.4,1718.4,1686.4,2030.1
21369,CD44,15.2,41.5,52.3,1.4,29.6
21370,MAZ,1387.5,2043.8,1359.9,1962.6,2160.5
21371,USP34,631.8,526.4,394.3,480.6,565.8
21372,USP34,2262.3,1638.0,1768.9,1763.2,2026.0
21373,C1R,122.6,132.8,130.5,138.1,169.6
21374,PRRC2B,898.5,1186.2,1207.5,1151.9,1207.0
21375,PRRC2B,438.0,630.2,468.2,480.0,687.2
21376,GPR56,1266.8,1160.6,1070.5,946.8,1023.3
21377,SPTBN1,3.6,43.4,36.1,63.5,55.0
21378,CSNK2A1,4268.5,4622.9,4650.2,3880.3,3688.5
21379,CSNK2A1,566.6,803.1,764.6,512.7,435.3
21380,SUN1,4804.2,5450.7,4481.4,4196.1,4117.8
21381,CSNK2A1,1588.1,1740.2,1664.2,1488.1,1482.7
21382,KMT2A,512.3,613.5,433.8,327.7,568.8
21383,CALD1,14763.2,20363.0,22208.6,20214.4,28591.5
21384,KMT2A,287.0,191.4,291.7,288.4,275.4
21385,KMT2A,201.2,239.7,227.2,129.7,168.4
21386,KMT2A,487.1,451.9,459.2,499.4,528.6
21387,PRRC2A,851.0,1048.6,1030.5,716.6,959.8
21388,MYL6,21040.2,26647.5,28789.1,23682.2,30771.2
21389,TEX261,1819.0,1821.0,1756.6,1775.7,1944.7
21390,TEX261,543.1,403.3,434.9,407.7,486.2
21391,SLC25A6,18116.6,22851.4,21462.1,29050.5,18921.6
21392,LMNA,704.9,779.9,919.4,959.1,769.8
21393,ERAL1,896.6,899.6,849.9,747.4,722.2
21394,PMPCA,1637.1,1440.5,1258.2,1516.7,1413.5
21395,LMNA,343.4,297.4,331.6,445.6,260.5
21396,GRINA,590.5,1098.7,803.1,738.5,755.7
21397,COL6A1,202.8,279.5,91.5,205.6,162.9
21398,PEG10,240.1,93.4,59.4,84.3,45.6
21399,MTUS1,577.2,470.4,371.2,518.7,579.2
21400,PEG10,553.2,112.3,66.9,134.7,81.3
21401,MTUS1,632.6,419.0,453.1,450.7,411.2
21402,MTUS1,1418.4,1365.4,1292.8,1458.7,1425.0
21403,CAV1,53.2,7.6,5.7,25.8,14.9
21404,MGAT5,1679.6,1670.0,1936.0,2039.8,1623.8
21405,RHOB,2172.4,3131.7,2930.2,2338.5,2365.6
21406,POLDIP3,1208.7,1493.5,1240.8,1394.4,1044.5
21407,KPNA6,721.6,853.2,846.6,659.4,808.6
21408,KPNA6,265.4,284.6,423.7,466.1,314.3
21409,KPNA6,576.2,455.0,605.5,591.5,612.6
21410,RBFOX2,895.2,915.0,951.3,941.3,793.2
21411,DHX9,1255.3,1462.3,1386.4,1346.1,1480.9
21412,FAF2,824.9,665.6,606.7,650.3,603.5
21413,DHX9,3530.7,3240.3,3602.5,2869.0,3411.6
21414,FAF2,2577.6,2239.0,2350.6,2114.1,2206.0
21415,HN1L,1063.6,1222.1,1172.2,1104.7,909.3
21416,SLC39A14,2908.2,2499.7,2699.1,3510.1,3624.4
21417,STX12,895.2,1403.5,1511.3,1005.8,868.2
21418,STX12,3376.4,4447.8,4492.5,3310.8,2848.9
21419,ATXN7L3B,849.7,842.2,709.4,880.3,600.9
21420,ATXN7L3B,2661.7,3085.0,3240.3,2664.3,2219.7
21421,HN1L,9709.0,9677.9,10736.3,13255.6,12454.7
21422,TRIM27,2927.5,3444.7,3133.9,2870.4,3154.7
21423,RHOQ,1010.6,827.4,1136.5,1013.9,929.6
21424,TRIM27,905.6,1189.5,1105.8,1065.7,886.5
21425,RHOQ,1360.3,1197.4,1253.0,1583.0,761.4
21426,RHOQ,1067.9,768.7,782.2,980.8,606.7
21427,TCTN3,1974.0,2189.2,2050.0,2131.6,1916.0
21428,RHOQ,158.9,169.8,266.8,132.0,106.5
21429,TCTN3,888.3,829.2,859.4,856.1,817.8
21430,ZMIZ1,2364.5,2582.6,2401.4,2148.8,1275.5
21431,RANGAP1,699.8,843.9,514.4,842.1,944.3
21432,CBX5,855.6,849.7,654.1,620.8,691.8
21433,RANGAP1,413.3,490.7,450.8,403.1,575.7
21434,DAG1,458.0,385.1,350.0,402.9,387.8
21435,NIPA2,6539.7,5633.2,6274.6,6641.4,7730.8
21436,EIF1,21177.5,20375.0,21671.0,25810.7,22931.6
21437,LSM14A,1542.6,2045.2,2015.0,1261.3,1534.3
21438,LSM14A,4233.1,4706.7,3464.6,2937.2,4038.4
21439,NIPA2,1296.0,1045.9,1172.8,1147.7,953.4
21440,MIR6716 /// PHLDB1,255.7,239.9,369.0,235.1,268.0
21441,ATP2B4,628.4,546.5,549.4,549.7,323.7
21442,ATP2B4,590.6,659.6,583.0,708.4,339.3
21443,LARP1,8192.8,8265.1,8226.4,8261.7,8348.7
21444,PDS5A,3581.6,2923.4,2823.5,2738.7,3858.2
21445,GCN1L1,1904.5,2293.4,1965.3,1618.0,2038.5
21446,PDS5A,2476.6,2380.6,2134.6,1835.6,1988.1
21447,MCM4,2157.1,1243.9,1379.1,1953.5,2209.6
21448,MCM4,997.3,613.6,603.3,968.1,1070.8
21449,IGFBP3,590.8,231.6,352.2,594.8,9591.2
21450,SUN2,370.2,446.6,488.3,399.2,502.4
21451,MRPS27,3747.4,3631.9,3295.0,4082.5,3197.5
21452,PLEKHM2,99.0,194.1,184.0,115.8,141.4
21453,SMG5,85.8,205.5,206.3,352.3,179.1
21454,PBX1,136.3,175.7,74.6,127.6,65.0
21455,EFR3A,3338.5,3651.7,3821.9,3138.0,2737.4
21456,EFR3A,1050.0,997.4,985.8,1018.2,753.4
21457,PBX1,103.4,222.9,384.0,258.7,130.5
21458,ARID1A,953.1,957.3,907.3,771.9,1149.9
21459,POGZ,1170.6,1059.5,1098.1,1049.5,923.9
21460,SDC2,496.3,429.3,489.2,364.8,518.8
21461,RNF187,5307.5,5999.7,6060.0,11053.8,4543.1
21462,VPS39,356.5,373.2,253.2,408.4,386.3
21463,SDC2,190.1,252.6,180.4,94.1,135.7
21464,SDC2,807.9,701.2,771.5,330.6,629.0
21465,AP2A2,1884.0,2072.9,2022.4,2231.4,1919.5
21466,XPOT,11241.5,9448.7,9902.4,13698.2,10869.3
21467,AP2A2,128.3,125.5,127.0,110.3,98.2
21468,KIDINS220,648.3,875.8,661.1,663.0,769.1
21469,KIDINS220,1268.7,1207.2,1118.0,1422.6,1529.7
21470,TMEM183A /// TMEM183B,563.5,805.4,1034.0,350.4,397.0
21471,TMEM183A /// TMEM183B,4560.2,4911.9,5436.1,5187.4,5184.1
21472,XPO7,1806.5,2390.6,2282.4,2116.0,2299.3
21473,SMARCB1,648.5,608.8,530.2,584.1,615.1
21474,RBM12,2267.9,1674.0,1615.8,2988.8,2925.5
21475,FKBP9,728.4,783.0,734.3,810.4,597.9
21476,RBM12,482.7,449.4,399.6,596.7,379.8
21477,VEGFA,1027.2,1394.1,1237.5,1112.2,938.5
21478,AK2,203.0,290.2,280.8,112.7,107.6
21479,AK2,548.5,390.8,311.0,230.3,348.2
21480,AK2,696.3,796.1,646.7,578.7,804.0
21481,AK2,3547.6,2983.0,3400.1,3659.9,3791.1
21482,PNISR,526.0,380.4,514.1,274.6,697.8
21483,PNISR,514.6,610.6,518.7,288.5,351.7
21484,POM121C,754.3,969.7,863.1,860.3,1327.6
21485,PNISR,567.3,842.7,696.4,242.1,603.4
21486,CRKL,1010.1,1288.3,1074.2,1187.5,1394.7
21487,NUDT4 /// NUDT4P1 /// NUDT4P2,2050.7,1756.0,1896.9,1704.2,1885.9
21488,NUDT4,37.7,23.7,90.9,12.3,5.8
21489,NUDT4 /// NUDT4P1,599.1,526.0,453.7,598.5,473.3
21490,TAB2,1381.8,1087.2,1605.8,1288.5,1241.2
21491,MT2A,14317.6,9749.9,12457.9,9516.0,11308.3
21492,ACACA,4825.1,5513.3,5109.7,3955.7,4639.1
21493,PTGDS,46.9,20.6,55.9,150.7,60.6
21494,KCTD12,78.1,50.9,57.0,65.0,38.2
21495,COG4,903.9,1192.1,1037.7,811.3,755.4
21496,SERPINE2,363.4,199.4,109.8,168.1,503.1
21497,RPL13 /// SNORD68,38593.6,44886.6,57569.2,46871.9,41418.9
21498,KCTD12,6.5,26.9,5.9,1.4,15.0
21499,LARP1,352.0,384.9,386.8,537.8,391.3
21500,TM9SF4,493.4,540.3,563.5,836.2,831.3
21501,IL6ST,2477.4,2176.8,2254.0,1811.1,2390.0
21502,IL6ST,906.9,937.4,890.0,807.5,877.6
21503,MPRIP,2099.6,1977.7,2059.8,2037.4,2120.8
21504,TM9SF4,211.2,535.2,487.4,450.7,492.5
21505,MRFAP1L1,3721.0,3080.0,3456.0,3316.0,3126.6
21506,ANKLE2,410.2,467.2,395.3,354.0,431.9
21507,ANKLE2,395.1,534.6,439.3,442.9,510.4
21508,TMEM87A,1907.8,1843.1,2271.2,2501.4,1964.1
21509,IFITM3,1993.8,2212.7,2125.5,3340.3,3134.9
21510,TMEM87A,4068.6,3575.7,3583.6,4125.8,3345.0
21511,H2AFV,7114.8,6958.3,7002.5,5233.0,6175.3
21512,H2AFV,1478.5,1547.7,1403.8,1329.9,1606.8
21513,MED13L,202.3,157.1,296.7,216.7,176.9
21514,MED13L,612.2,409.1,597.7,424.5,373.6
21515,MED13L,599.6,492.1,528.3,555.2,508.9
21516,INTS1,19.2,47.5,32.5,26.0,84.1
21517,ANKRD17,1435.7,1451.5,1528.1,1064.0,1421.3
21518,INTS1,373.5,500.3,295.0,455.4,390.6
21519,OPA1,1693.4,1584.0,1843.1,1168.3,1243.4
21520,OPA1,643.2,826.8,810.7,499.2,506.3
21521,PREPL,2327.1,2399.4,2669.4,2608.9,1526.5
21522,PREPL,1240.4,1075.7,1128.7,1809.1,1176.3
21523,PREPL,1278.8,1254.0,1495.3,1456.6,997.7
21524,FASN,2440.6,4064.7,3277.5,1499.3,1802.4
21525,PSME4,1271.4,1294.7,1323.9,1336.5,1339.5
21526,PSME4,456.6,450.1,370.1,371.5,490.3
21527,IDS,687.2,872.3,810.2,640.0,416.6
21528,PSME4,614.6,682.7,710.8,511.1,459.5
21529,IDS,262.9,357.3,290.9,388.9,385.4
21530,ALDH1A1,20.1,11.1,9.3,2.8,4.7
21531,EIF1,144.9,83.0,100.0,14.6,114.1
21532,PPAP2B,974.5,413.9,472.7,654.5,559.0
21533,EIF1,23012.9,21273.9,22634.4,29546.8,25456.2
21534,COQ9,3452.4,3942.5,3434.2,3391.3,3176.9
21535,FBXO21,2848.3,2707.1,3265.6,2942.6,2371.6
21536,PPAP2B,473.4,388.9,295.6,250.4,459.3
21537,FBXO21,2013.2,2195.0,1874.4,2078.0,1620.0
21538,FNBP4,1460.5,1469.2,1279.9,1047.2,1282.7
21539,MAP1B,4742.7,4241.4,4258.7,5857.1,3188.2
21540,ASXL1,309.0,310.3,331.0,247.8,444.9
21541,PLXND1,10.7,12.3,17.2,9.3,5.9
21542,JUP /// KRT17,86.2,136.3,120.8,109.8,52.7
21543,ASXL1,568.3,651.5,601.4,593.8,628.9
21544,ASXL1,388.1,396.4,403.5,456.6,495.2
21545,PIK3R1,1178.5,729.4,784.2,691.4,416.3
21546,PIK3R1,1960.8,1377.9,1226.3,1281.7,732.6
21547,GCOM1 /// MYZAP /// POLR2M,593.2,541.3,653.0,751.6,594.8
21548,TUBA4A,7184.8,8261.5,9119.2,4896.4,5412.3
21549,GCOM1 /// POLR2M,789.4,1096.5,787.3,857.9,593.2
21550,GCOM1 /// POLR2M,2015.0,2189.0,2358.5,2111.9,1407.2
21551,MCFD2,2014.5,2167.3,1886.4,2683.7,2103.4
21552,MCFD2,2119.1,2310.2,2106.1,2684.9,1870.4
21553,NUP205,1892.9,1466.4,1236.9,1240.9,1487.6
21554,MTDH,3605.1,3770.9,3659.1,2175.8,3263.0
21555,PIK3R1,528.8,290.2,417.4,225.5,192.8
21556,MTDH,5961.8,5857.5,5578.3,4920.2,4945.2
21557,MTDH,3441.0,3389.7,3040.6,3247.9,2492.2
21558,CAMKK2,506.7,703.4,806.4,563.7,418.4
21559,DST,8.6,10.2,8.8,18.1,5.9
21560,DST,309.8,183.5,210.5,200.2,132.2
21561,ATP2C1,1097.4,1356.1,1262.6,992.6,904.4
21562,GALNT10,497.9,499.8,564.5,337.0,459.5
21563,SMARCA2,166.2,170.7,283.7,273.4,214.2
21564,SMARCA2,11.3,41.2,83.1,68.1,45.9
21565,PBXIP1,71.1,89.4,105.7,133.4,27.8
21566,GIGYF2,418.9,391.7,517.4,637.6,538.5
21567,GIGYF2,683.4,653.0,774.7,1067.3,656.0
21568,QKI,466.6,359.5,396.2,208.9,383.1
21569,QKI,1442.6,1422.9,1326.8,1088.1,982.8
21570,WAPAL,1051.7,836.8,861.5,1117.6,1467.8
21571,QKI,3880.4,4486.2,3982.9,3061.1,3040.8
21572,SRSF5,6242.1,4657.4,4664.7,5069.8,5796.5
21573,WAPAL,638.0,662.5,617.3,544.6,614.0
21574,SERPINB1,34.5,7.7,8.0,36.6,23.9
21575,MCM3AP,640.0,697.5,646.0,627.4,918.3
21576,C18orf32 /// RPL17 /// RPL17-C18orf32 /// SNORD58A /// SNORD58B /// SNORD58C,46445.1,48550.8,64117.1,58233.8,52809.8
21577,MAPK1,2143.1,1608.2,1633.8,2393.8,2026.5
21578,LPIN1,210.6,239.8,164.5,147.6,108.3
21579,GNAS,22338.2,25070.7,30169.1,24606.9,24936.5
21580,LPIN1,1287.6,1603.0,1528.3,972.9,1005.4
21581,SRCAP,56.8,31.1,98.8,167.2,114.5
21582,LPIN1,1215.9,1557.8,1569.4,735.7,987.3
21583,MTMR4,1111.8,1466.8,1695.3,1071.4,1212.2
21584,UBE3A,26.1,14.1,12.3,13.2,54.2
21585,TMEM97,7641.7,7168.7,7661.2,6850.9,9910.3
21586,ATG4B,816.9,581.9,798.8,921.7,822.3
21587,TMEM97,8688.7,7384.3,7679.5,6640.8,8999.0
21588,TMEM97,8503.2,6979.5,7664.9,6659.6,8812.2
21589,AGRN,15.4,47.1,21.0,57.3,7.8
21590,LOC101928826 /// TPT1,54523.2,57781.6,74856.7,66691.9,61733.8
21591,AGRN,276.8,400.5,276.9,246.4,369.3
21592,ANKRD12,544.8,440.6,385.8,477.3,497.5
21593,SUZ12,5259.3,4343.8,3727.5,4185.4,4133.3
21594,FNBP1,854.7,975.0,791.3,644.0,794.9
21595,ANKRD12,245.0,247.3,273.8,142.5,245.3
21596,SLC7A1,1545.3,1203.8,986.7,1481.9,767.4
21597,HIPK1,564.6,514.7,388.1,387.0,522.2
21598,SLC7A1,270.3,198.8,178.8,304.2,154.8
21599,HIPK1,2339.6,1990.3,1809.1,1930.0,2044.8
21600,GNG12,2469.2,2467.8,3122.4,3182.7,1932.9
21601,SLC7A1,6490.2,5030.3,5249.1,7726.2,4498.2
21602,PSMD14,8978.8,7656.2,8021.5,8584.1,9354.4
21603,ATP13A3,1077.2,1151.7,965.1,803.4,1325.7
21604,NRP1,1835.6,1519.3,1507.3,994.4,1721.9
21605,NEK9,1623.3,1612.1,1807.9,1744.8,1388.2
21606,TXLNA,526.8,811.4,589.5,724.9,627.8
21607,RTF1,1904.1,1768.9,1648.9,1631.3,1331.2
21608,RTF1,443.5,377.7,369.0,562.2,652.0
21609,KHSRP,201.5,234.3,204.3,186.6,233.0
21610,MIA3,2132.8,2978.2,2645.9,2527.6,2223.8
21611,CLASP2,1222.8,1244.9,1243.5,1132.9,1340.8
21612,OGT,793.4,549.0,592.4,830.1,697.7
21613,CLASP2,184.0,266.5,298.1,158.5,294.2
21614,CLASP2,777.0,707.4,702.4,586.7,748.7
21615,MIA3,468.7,1066.4,1042.5,294.8,433.7
21616,SEL1L3,1296.1,940.2,935.7,1856.0,947.5
21617,BCL2L1,511.1,853.0,592.5,360.4,729.2
21618,CHMP7,774.1,780.8,722.9,803.3,770.2
21619,SEL1L3,2792.3,2506.0,2669.6,3508.5,1762.2
21620,NUP210,227.2,145.3,282.8,259.6,332.9
21621,NUP210,527.9,733.1,556.9,554.2,585.4
21622,TNPO3,1242.5,1059.1,1369.0,618.9,1017.0
21623,TNPO3,1970.6,1921.1,1663.6,1792.1,1826.6
21624,SGSM2,144.0,151.6,106.1,16.5,93.2
21625,TUBB,10175.3,10322.5,10464.5,9628.4,12263.9
21626,SGPL1,578.8,680.6,704.2,678.3,509.7
21627,SGPL1,1839.4,1889.8,1778.2,2284.4,1984.6
21628,VPS13D,727.8,516.7,646.1,606.6,655.6
21629,VPS13D,314.1,353.1,391.5,313.9,392.2
21630,LIMCH1,6452.3,4951.2,4616.9,5141.4,5907.8
21631,VPS13D,264.8,225.7,175.9,143.0,102.2
21632,LIMCH1,8176.0,8658.4,8516.9,5916.3,6167.6
21633,LIMCH1,9682.4,9283.0,9606.2,7135.5,7641.1
21634,SCAP,1116.9,1297.1,1178.6,856.7,881.0
21635,TFDP1,2945.8,2658.1,2310.3,2601.7,3154.6
21636,RBL2,3582.9,4184.8,3930.5,3149.1,3472.6
21637,RBL2,1247.5,1370.7,2261.7,1544.3,961.6
21638,FAM98A,3225.4,3082.9,3652.6,3488.1,4009.0
21639,GNS,3491.6,4283.5,4368.3,3976.1,3383.4
21640,GNS,2313.6,2150.3,2279.3,3303.3,2413.4
21641,EPB41L1,137.1,133.9,119.9,179.8,88.1
21642,TUG1,2264.3,1867.0,1892.0,1901.4,2675.0
21643,MYO1D,272.2,389.4,282.8,282.5,261.4
21644,EPB41L1,145.2,173.7,116.3,113.4,107.7
21645,YIPF6,986.5,835.1,871.3,1039.2,1119.3
21646,YIPF6,3610.4,3417.9,3134.6,3859.3,4669.9
21647,YIPF6,1131.9,952.6,815.0,990.3,1052.0
21648,YIPF6,428.7,584.2,455.0,524.8,610.3
21649,SULF1,12.1,10.3,19.4,12.8,3.4
21650,CREB3L2,749.1,820.1,765.3,1151.2,1115.8
21651,MIR4800 /// MXD4,177.1,141.2,114.2,90.4,136.5
21652,MIR4800 /// MXD4,812.3,684.9,579.0,661.0,740.5
21653,KDM1A,1312.0,1234.6,1083.8,898.2,1140.1
21654,POFUT1,401.5,367.2,446.1,501.8,552.4
21655,TBC1D1,554.3,456.3,441.7,584.9,782.1
21656,EIF2B5,1275.5,1323.1,1289.2,820.6,1331.2
21657,TMED10,8956.5,10786.6,12101.6,11252.8,8160.0
