,ID_REF,GSM215632,GSM215633,GSM215636,GSM215639,GSM215642
40748,,41.7,40.3,28.3,36.5,25.7
40749,,32.3,31.3,44.2,4.5,29.2
40750,FCAMR,25.3,9.8,46.8,29.0,16.1
40751,ZBTB20-AS1,59.2,73.9,61.3,55.4,12.1
40752,,8.6,10.3,5.8,11.8,12.0
40753,,5.4,55.4,76.2,7.0,35.3
40754,BOLA2,167.7,295.2,234.8,231.2,258.5
40755,,11.4,6.9,6.3,6.0,51.1
40756,,120.2,166.0,117.3,94.9,102.1
40757,LOC102546299,13.4,32.2,3.2,26.9,2.1
40758,CCDC148,3.3,27.1,2.2,34.4,23.0
40759,SFXN4,174.6,260.7,220.9,183.1,193.7
40760,,4.6,29.9,3.4,4.4,6.5
40761,,6.6,22.1,11.2,5.6,20.1
40762,,66.6,116.5,183.7,38.9,70.8
40763,PPP1R17,28.3,27.4,93.7,16.3,5.6
40764,,10.8,14.0,14.6,34.5,2.5
40765,,41.6,80.0,12.0,7.1,4.6
40766,ATP13A4-AS1,26.4,41.3,22.2,2.8,0.7
40767,,66.5,87.5,143.3,162.5,76.1
40768,C1orf94,28.1,26.9,160.6,50.7,25.7
40769,CTD-2286N8.2,49.9,11.3,81.3,119.1,74.0
40770,AL022341.3,61.7,140.3,5.7,18.1,14.4
40771,ZYG11A,34.3,5.6,13.2,11.8,18.2
40772,LINC00922,5.0,32.7,15.2,8.8,53.1
40773,,5.6,16.1,64.4,6.6,16.3
40774,SLC35F3,29.3,40.5,41.6,2.8,50.1
40775,LOC102725436 /// PMS2P4,106.7,86.7,94.6,159.3,53.5
40776,C20orf144,56.7,43.0,16.7,15.8,37.8
40777,FGF14,57.8,49.8,27.1,37.9,22.7
40778,KCNAB1,24.8,17.8,24.7,86.6,51.0
40779,IQCF5,8.8,34.2,32.6,15.0,16.9
40780,,7.2,7.2,5.9,13.2,4.8
40781,FLJ36840,3.9,15.1,5.4,4.1,3.3
40782,,12.2,8.7,3.0,5.5,3.7
40783,MEG3,36.9,9.6,19.9,25.8,4.9
40784,C11orf1,1882.9,2078.9,1925.7,2923.9,1323.7
40785,FANCD2OS,271.0,140.4,143.9,74.3,104.6
40786,NCAM1,66.4,63.3,58.9,1.9,71.0
40787,,94.2,77.6,121.6,82.5,43.2
40788,CDK1,181.9,185.5,93.5,180.6,399.0
40789,ROPN1,83.4,44.5,37.2,124.4,75.4
40790,,18.3,41.2,14.8,48.1,32.1
40791,,15.4,15.4,17.0,31.8,10.7
40792,C11orf1,127.9,257.0,216.0,258.8,286.3
40793,,77.8,47.9,57.0,46.6,55.8
40794,LOC100130691,52.9,36.9,35.5,28.5,60.6
40795,SPAG5-AS1,75.7,103.4,100.4,114.9,32.0
40796,SPAG5-AS1,30.9,47.2,9.0,29.6,47.0
40797,PLEKHA8,63.6,83.3,98.3,109.6,106.0
40798,POLR3G,37.3,10.7,22.4,4.3,34.5
40799,,10.1,9.2,8.9,12.8,12.5
40800,,26.3,13.6,50.2,11.3,9.3
40801,ZBTB37,138.7,140.4,128.3,170.4,159.5
40802,FOXO3,71.7,111.5,118.0,18.7,63.4
40803,C1orf158,10.6,7.4,12.4,39.7,52.8
40804,,376.5,702.3,661.7,695.7,585.4
40805,C1orf234,8.7,4.7,64.7,4.7,16.3
40806,,280.6,275.0,129.0,237.7,186.2
40807,MICAL3,184.2,209.6,249.8,178.9,166.3
40808,TPD52L3,13.7,11.3,12.9,33.8,29.4
40809,,57.3,93.8,27.2,35.0,7.5
40810,,30.4,42.8,44.4,6.4,2.0
40811,LOC102724842,3.6,5.2,8.7,8.9,36.8
40812,,24.2,12.0,6.1,32.0,6.8
40813,NNMT,3.0,66.3,52.5,4.3,9.1
40814,RP11-362K14.6,35.0,38.9,43.5,1.5,7.4
40815,APOC2,111.7,131.7,20.8,104.5,26.8
40816,APOC2,9.1,40.3,72.6,6.2,9.2
40817,LOC100505824,11.2,11.5,10.3,11.5,9.3
40818,,91.5,32.6,63.7,106.7,115.4
40819,C4orf22,4.0,7.1,7.1,7.7,2.4
40820,NOXRED1,86.9,27.3,96.7,77.7,8.8
40821,CCDC62,67.5,105.1,34.2,68.0,37.7
40822,CT47A1 /// CT47A10 /// CT47A11 /// CT47A12 /// CT47A2 /// CT47A3 /// CT47A4 /// CT47A5 /// CT47A6 /// CT47A7 /// CT47A8 /// CT47A9,8.7,51.9,20.2,29.8,3.9
40823,TMEM31,54.2,80.5,29.8,39.5,49.6
40824,FAM154A,56.8,20.0,57.2,20.3,7.1
40825,LINC01015,114.3,18.1,13.7,16.9,14.2
40826,PRSS37,12.1,17.1,60.7,69.0,47.7
40827,FATE1,148.0,186.6,160.0,107.5,135.5
40828,,4.9,10.4,3.7,6.9,5.5
40829,EGR4,6.5,40.7,90.9,82.4,12.9
40830,,2198.8,2977.1,3613.3,2613.7,2715.4
40831,GBP1,56.8,10.1,34.4,25.2,299.5
40832,GBP1,36.1,3.1,47.8,3.1,44.0
40833,TIMP2,305.3,782.4,698.3,712.0,490.8
40834,LINC01082,15.0,8.8,80.9,10.7,18.8
40835,LINC00664,33.6,23.2,22.5,28.4,28.9
40836,CDHR3,6.6,33.9,16.5,71.8,6.3
40837,KRT74,46.5,53.0,17.4,56.0,15.7
40838,BCAS4,99.3,150.1,108.9,130.5,88.3
40839,VPS13A,70.2,64.9,70.2,40.0,95.7
40840,SPATA42,2.2,32.2,99.8,18.8,40.1
40841,APOC3,11.4,49.5,9.0,61.9,53.2
40842,PRCP,13.6,34.8,27.6,87.9,72.1
40843,LOC101928917,7.5,18.4,14.0,10.6,2.6
40844,GATM,33.3,16.2,11.6,61.7,8.7
40845,DMGDH,49.2,8.9,17.4,16.8,38.5
40846,TSIX,64.8,4.7,33.2,132.9,4.8
40847,RP11-960B9.2,19.1,29.4,46.2,5.5,7.6
40848,,86.1,66.9,63.0,12.3,16.1
40849,MRVI1-AS1,72.1,58.1,142.5,18.8,12.1
40850,,132.5,122.9,84.4,80.9,67.7
40851,,51.0,50.1,52.5,86.2,61.0
40852,,22.9,5.9,42.4,3.3,4.7
40853,DPF1,74.1,186.0,75.0,208.2,198.5
40854,CLEC12B,3.7,3.5,3.3,12.3,5.3
40855,,34.0,24.7,42.0,9.2,7.0
40856,PRRX2-AS1,137.4,143.0,217.9,164.7,73.1
40857,RNASE11,5.0,21.3,3.1,12.4,4.5
40858,,15.6,35.2,19.1,15.3,134.7
40859,,43.5,73.8,18.2,91.1,19.1
40860,,30.3,36.3,6.1,3.5,2.8
40861,LOC100507480,7.4,12.8,12.3,5.7,4.9
40862,,7.7,9.9,54.7,11.0,25.3
40863,C10orf82,20.4,24.8,25.3,76.7,19.7
40864,,40.2,40.1,7.8,57.5,13.4
40865,,63.2,169.6,94.0,57.0,81.2
40866,CABS1,3.8,5.6,1.7,2.8,1.6
40867,,3.3,51.6,46.5,44.6,49.1
40868,NOVA1,4.4,43.2,73.4,85.2,9.9
40869,,36.7,41.1,22.9,70.5,36.4
40870,,34.7,96.3,73.5,90.0,25.2
40871,TEX33,32.1,28.5,6.5,48.6,55.2
40872,SUN3,13.1,4.9,4.0,6.3,9.4
40873,,6.1,73.1,152.3,121.0,28.9
40874,LOC101929315,17.4,50.3,27.3,5.7,69.9
40875,MPZL1,98.8,137.0,54.5,74.0,84.4
40876,ASB17,15.4,10.1,4.8,36.2,18.9
40877,TMEM174,23.8,66.1,12.7,9.8,5.8
40878,,21.4,10.4,10.5,15.7,7.8
40879,SLC22A9,69.8,7.2,40.5,72.5,64.1
40880,TPH1,6.4,8.7,39.0,8.3,4.9
40881,LINC00919,7.3,127.0,73.4,51.7,6.8
40882,SERPINB6,4.5,30.8,6.0,5.2,1.6
40883,KLK3,454.8,572.0,304.7,529.5,430.7
40884,,2.9,16.0,4.8,3.6,4.2
40885,,14.4,62.1,130.5,98.3,48.9
40886,ERICH4,70.0,22.3,103.8,46.6,9.8
40887,,4.1,29.7,38.9,2.6,2.4
40888,SLC12A3,10.6,10.7,44.1,6.8,19.2
40889,RNF31,40.4,42.5,97.1,31.5,112.3
40890,,71.2,10.5,33.2,58.7,39.2
40891,LOC100499194,9.3,13.5,77.6,5.2,22.7
40892,PRSS30P,107.4,102.1,115.0,110.1,82.7
40893,FAM53B-AS1,5.5,3.8,8.1,3.5,33.4
40894,,147.1,139.1,263.3,170.4,221.7
40895,,61.4,48.8,34.1,72.9,42.2
40896,C6orf201,27.1,37.3,70.5,17.2,20.8
40897,CMIP,184.2,190.2,152.8,206.0,166.7
40898,,77.0,92.8,47.4,81.7,104.8
40899,,6.6,33.3,47.5,4.7,6.4
40900,DPCR1,31.6,7.9,57.4,59.3,13.5
40901,FCRL5,38.2,16.1,2.0,2.0,2.3
40902,,6.3,26.0,9.1,35.2,2.8
40903,,27.1,126.6,18.4,154.9,84.7
40904,SEZ6L,15.9,9.6,44.4,35.5,12.7
40905,EFCAB13,59.9,7.3,34.0,11.7,13.4
40906,RP6-91H8.2,22.2,45.2,11.2,11.8,38.5
40907,CCDC129,31.1,62.3,57.3,43.7,35.6
40908,,62.5,44.6,35.0,3.9,49.9
40909,SERPINB6,19.9,2.0,7.7,41.0,34.7
40910,OSBPL10,89.3,145.1,22.8,97.2,91.2
40911,CCDC74A /// CCDC74B,14.8,19.7,25.5,23.8,4.8
40912,RP11-4M23.7,291.2,156.3,90.4,192.6,179.9
40913,ST3GAL3,19.1,24.6,24.6,61.7,18.1
40914,,70.2,112.2,162.4,109.9,130.5
40915,REG3G,39.7,67.4,58.3,5.5,41.4
40916,ARG1,6.3,18.8,5.2,11.8,5.7
40917,ARG1,10.8,27.4,7.5,25.5,3.3
40918,SLC25A29,28.7,7.7,16.4,7.4,46.4
40919,ARG1,5.0,3.0,47.3,4.1,41.0
40920,PAX3,74.3,24.3,4.5,5.5,32.6
40921,SLC39A5,4.9,4.7,5.1,5.9,7.1
40922,IGHG1,6.4,14.6,7.4,3.9,3.1
40923,CTD-2325A15.5,61.6,85.7,100.5,109.8,184.2
40924,,11.7,76.0,9.1,51.1,22.5
40925,FGA,62.9,51.0,70.9,68.4,68.4
40926,LOC100653086,10.1,6.4,7.1,6.6,5.0
40927,AK131021,37.7,97.0,10.4,39.6,37.4
40928,,26.1,11.5,5.5,43.0,1.2
40929,ADH4,5.1,37.1,18.4,4.7,13.4
40930,,8.1,69.3,48.5,37.6,40.8
40931,,22.0,5.0,43.9,4.6,40.4
40932,ADH4,1.6,2.5,11.4,6.4,9.3
40933,RP11-161I6.2,2.6,3.0,7.0,2.1,2.2
40934,,2.2,2.1,11.2,40.9,16.0
40935,HIST3H2A,97.5,127.5,110.7,162.2,126.6
40936,,33.6,12.5,17.4,75.6,20.5
40937,GLYAT,66.9,75.5,14.0,65.7,34.4
40938,ANGPTL3,3.1,8.8,7.8,1.8,3.3
40939,,29.0,9.4,67.8,82.4,34.5
40940,GATM,4.0,25.7,13.6,7.4,15.1
40941,ERICH3-AS1,12.1,12.9,12.5,15.2,7.2
40942,MMP8,43.9,54.5,35.0,13.7,2.5
40943,TRPM7,78.8,87.4,19.1,9.1,49.6
40944,,15.1,6.5,5.4,4.7,3.0
40945,C3P1,61.8,19.8,90.4,47.2,52.5
40946,PIGG,4.9,5.1,7.5,11.2,5.9
40947,FABP1,8.9,67.3,82.0,11.3,10.2
40948,AP006216.12 /// APOA1-AS,27.0,101.3,11.2,9.5,75.8
40949,,194.7,173.9,143.4,104.8,84.2
40950,TMEM50B,144.6,113.3,206.3,79.2,54.0
40951,,139.1,94.7,131.7,94.8,163.0
40952,FLJ36848,54.1,9.7,10.0,12.3,55.1
40953,NFKBIA,84.8,55.9,99.9,19.9,93.8
40954,GUCA1A,53.7,105.0,53.7,25.5,22.7
40955,SHMT1,19.2,114.9,76.9,160.7,97.1
40956,TDO2,10.4,11.3,7.1,50.3,7.1
40957,ADH4,5.7,3.3,83.8,6.9,29.3
40958,CYP3A4,37.5,89.5,66.5,68.2,42.8
40959,HRSP12,78.6,79.0,36.6,97.6,15.1
40960,EVX1,7.5,17.9,6.4,4.6,4.3
40961,,32.8,13.5,18.3,15.3,8.8
40962,C2CD3,74.9,65.3,10.5,51.3,99.3
40963,,2.5,12.1,10.3,24.7,18.3
40964,CAPS,82.2,104.0,30.1,75.4,122.6
40965,ACPP,86.7,99.0,96.8,99.0,183.6
40966,ASCL5,9.5,9.7,10.6,18.6,9.6
40967,ELP2,1695.6,1408.3,1739.9,1984.0,1839.8
40968,AP4B1,1384.2,953.7,1114.4,1044.0,911.1
40969,MIR6741 /// PYCR2,1598.0,1694.7,1537.1,2136.6,2040.1
40970,RC3H2,2585.6,2594.3,1953.5,1816.1,2266.2
40971,ZNF226,14.2,9.8,6.6,6.6,24.7
40972,SLU7,888.9,982.9,678.6,597.2,763.1
40973,TOR1AIP2,184.8,284.9,256.2,187.5,140.4
40974,JAM3,56.4,54.5,20.8,22.0,5.6
40975,JAM3,11.4,5.5,79.2,3.4,6.9
40976,CASP14,17.4,9.7,9.1,58.1,45.9
40977,SNX12,56.9,84.5,88.1,52.6,40.8
40978,MED26,28.9,24.6,6.0,62.7,49.0
40979,PCDHB2,1065.6,1235.1,1214.1,1318.9,1404.7
40980,PCDHB14,144.5,138.9,170.6,96.4,151.1
40981,MIF4GD,640.3,782.4,835.3,683.9,306.3
40982,CAPS,55.3,12.0,22.5,40.6,18.4
40983,CAPS,7.4,19.6,19.7,13.1,9.7
40984,SEPSECS,799.2,310.7,264.9,634.5,520.5
40985,OTX2,71.1,47.6,34.1,35.6,48.3
40986,SMPD3,32.9,10.4,41.9,60.7,18.8
40987,CARD18,39.2,35.0,22.9,17.9,38.8
40988,RBP2,14.7,40.7,15.7,9.4,70.0
40989,MALAT1,2772.0,4761.3,3776.8,3575.6,3745.8
40990,MGST1,23773.5,23948.4,29448.8,24640.7,23412.1
40991,CACNG4,35.5,16.6,16.1,71.2,2.7
40992,PCDHB7,603.3,632.9,676.0,491.7,276.5
40993,LOC100507547 /// PRRT1,11.2,5.4,5.6,5.3,11.6
40994,KCNJ11,40.6,15.9,5.8,54.1,8.3
40995,S1PR3,80.4,119.1,20.5,9.4,211.1
40996,CRX,10.8,7.0,4.0,8.8,2.9
40997,LOC101929777 /// WNT3,12.5,24.1,15.6,20.2,6.7
40998,CELF5,80.1,23.8,105.9,21.8,34.8
40999,GPR55,51.8,43.2,36.3,45.1,4.9
41000,MIXL1,25.4,17.3,97.4,21.9,32.1
41001,CYSLTR1,2.5,47.3,19.4,10.1,5.4
41002,ULBP3,17.2,10.7,22.9,9.1,9.6
41003,TIMM13,19.9,44.9,7.9,7.7,2.7
41004,PCDHB4,58.4,83.2,8.6,94.2,18.8
41005,ABCG8,8.8,20.3,103.2,90.7,52.3
41006,NPBWR1,5.1,16.4,46.8,12.6,6.2
41007,PCDHGC4,8.4,14.8,3.9,59.4,7.7
41008,PCDHGC4,93.5,23.2,40.7,37.0,8.8
41009,IL36B,5.9,6.8,5.2,39.4,6.3
41010,ZP4,78.2,78.7,38.6,86.6,72.6
41011,TAS2R5,11.9,27.2,16.0,57.4,7.4
41012,PRM3,5.6,5.6,6.9,3.6,18.7
41013,TAL2,21.4,20.9,17.2,17.4,26.4
41014,LINC00029,107.2,90.1,32.7,73.0,9.1
41015,FFAR1,57.7,17.7,21.2,41.7,16.1
41016,FGF10,17.0,7.1,28.3,6.6,2.0
41017,POLR3A,263.2,357.9,298.4,288.2,322.4
41018,CHRAC1,407.0,447.9,456.9,425.1,318.9
41019,ZFYVE20,105.9,217.7,59.8,38.6,29.6
41020,COL12A1,7.3,6.8,6.7,11.4,5.8
41021,HOXB4,108.2,108.2,34.4,20.2,44.8
41022,USF1,28.4,114.6,65.3,70.6,207.8
41023,FBXO6,439.5,467.9,511.2,813.7,1061.2
41024,WDPCP,226.9,224.3,175.2,209.8,220.8
41025,GJB6,13.5,2.2,2.9,7.3,2.0
41026,CENPH,1229.4,701.1,897.5,1232.6,970.0
41027,ANGPTL1,1.5,3.3,1.8,46.4,6.9
41028,KCNIP3,95.5,113.5,62.8,92.6,87.5
41029,TNFRSF10A,1277.2,1470.0,1574.0,1207.7,1106.9
41030,EOMES,82.4,62.1,60.0,96.1,87.6
41031,CSNK2B /// LY6G5B,70.8,55.4,57.4,94.0,52.8
41032,DLX3,21.3,28.1,14.0,32.8,59.3
41033,IRAK2,236.8,352.3,301.9,184.5,309.8
41034,GBGT1,142.9,104.3,30.8,107.1,48.3
41035,LRRC2,30.8,22.4,19.7,42.6,23.5
41036,KLK4,80.5,54.0,51.9,102.6,20.4
41037,CHRM1,8.8,7.4,8.4,63.8,51.6
41038,DCAF13,1586.9,1939.3,1791.1,1311.2,1285.7
41039,CGB7 /// NTF4,29.1,13.4,19.2,11.2,3.5
41040,HOXA13,6.2,12.9,4.7,27.7,1.5
41041,SLC25A27,65.2,10.1,46.6,15.5,61.8
41042,LPAR5,11.5,10.4,64.1,14.2,22.3
41043,PCDHB15,52.3,81.4,114.0,69.0,78.4
41044,DMGDH,27.6,26.5,25.6,29.4,34.5
41045,ASAH2B,607.9,511.0,357.5,610.9,632.8
41046,MYLK2,22.7,23.3,29.9,32.9,23.4
41047,CAMK2D,133.3,98.8,113.6,110.8,171.0
41048,CTLA4,57.6,23.0,39.1,31.4,22.3
41049,STON1,63.3,50.9,68.9,84.0,106.7
41050,EPHA8,135.0,177.2,131.9,107.7,100.6
41051,SIX4,30.6,46.9,39.1,104.8,81.6
41052,NOG,2.0,3.6,25.0,8.1,4.0
41053,TANC2,31.9,6.8,17.9,13.1,28.4
41054,DMRT3,52.5,8.4,13.2,6.8,2.2
41055,NFATC2,36.3,5.4,5.4,12.8,14.1
41056,CLEC3A,14.0,28.9,5.0,13.7,10.6
41057,FGF11,44.2,6.6,7.9,8.9,53.4
41058,RXFP1,27.9,63.7,22.6,19.1,30.6
41059,PRLHR,10.8,32.9,35.1,45.3,9.7
41060,STK36,490.1,429.1,534.9,531.7,445.1
41061,KIAA1217,286.0,379.0,380.4,303.1,293.9
41062,OIP5-AS1,2782.9,2183.3,2195.9,3385.2,2630.2
41063,PDCD7,1933.3,2007.4,2017.2,1464.9,1581.1
41064,BRI3BP /// THRIL,2687.9,2588.5,2322.3,1922.5,2371.3
41065,LOC100134445 /// LOC100288778 /// LOC100653296 /// WASH1 /// WASH2P /// WASH3P /// WASH5P /// WASH7P,26.6,27.2,33.2,7.1,37.4
41066,PHAX,629.7,618.4,789.8,769.2,642.3
41067,COG1,137.5,71.8,62.4,48.6,76.2
41068,MUC12,10.4,10.9,5.1,5.4,2.9
41069,PHF12,681.9,1004.3,1001.2,723.8,542.0
41070,UBE2Q1,132.6,82.3,90.4,127.3,111.4
41071,USP53,534.0,457.1,507.2,269.2,341.1
41072,,162.7,175.0,62.9,224.5,139.4
41073,CEBPZOS,228.1,254.4,237.6,201.5,222.8
41074,ZNF587,488.3,751.0,450.3,453.1,502.6
41075,LINC01061 /// LOC441124 /// LOC729218,202.6,233.5,227.4,254.3,183.0
41076,CTTNBP2NL,318.7,443.0,354.0,434.8,403.1
41077,SH3PXD2B,239.2,299.1,136.1,263.3,259.0
41078,LARP1B,186.1,97.1,128.0,141.9,123.6
41079,ATF7IP,1293.1,1146.4,1133.9,1062.8,1223.7
41080,RALGAPA2,11.3,8.1,54.5,75.3,49.2
41081,MCM8,207.1,131.6,181.1,159.2,33.5
41082,PSMD5-AS1,386.5,518.6,408.1,350.7,285.6
41083,MAVS,345.3,352.4,363.5,327.7,252.8
41084,RAB11FIP1,610.7,594.5,637.8,681.9,553.4
41085,COX19,153.8,205.9,24.4,8.9,63.2
41086,GALNT4 /// POC1B-GALNT4,539.9,518.0,558.7,435.5,609.7
41087,RBM33,70.1,115.5,16.9,78.8,92.0
41088,RBM33,93.2,101.2,151.9,148.3,104.3
41089,FAM213B,1980.0,2814.7,2881.3,1678.7,1826.9
41090,HKR1,440.8,535.5,395.2,384.4,419.5
41091,USP28,289.9,415.3,306.2,444.5,454.7
41092,PABPC1L,181.3,137.5,125.6,137.8,114.4
41093,PDE12,3400.9,3735.4,3571.8,2787.1,3190.8
41094,LYRM7,994.3,751.2,990.3,577.9,577.9
41095,KIAA1462,5.2,32.4,21.9,2.3,59.0
41096,KIAA1462,118.7,86.0,68.2,90.7,59.4
41097,DDX55,619.3,611.7,557.1,521.9,765.6
41098,MGC27345 /// RBM28,389.8,563.6,542.3,352.6,422.3
41099,AARS2,577.3,511.2,506.4,427.4,508.5
41100,FOXRED2,683.6,575.0,484.3,450.2,399.7
41101,ANKRD54,407.6,480.3,340.6,446.5,452.4
41102,ZNF207,872.5,775.8,844.8,458.4,623.2
41103,KRT80,63.7,53.7,45.2,89.9,7.4
41104,CEP44,316.0,433.1,369.8,221.0,247.1
41105,RAVER2,151.6,219.1,141.3,163.8,154.9
41106,ERI1,181.7,255.5,175.2,143.5,135.0
41107,TUBD1,1013.5,774.2,789.8,792.6,1141.3
41108,PIK3CA,75.8,41.4,75.3,72.8,121.8
41109,KIAA1524,784.7,325.5,306.0,570.6,597.7
41110,KIAA1244,1194.9,1573.0,1542.9,1050.8,890.7
41111,AGBL5,185.9,249.7,258.6,341.3,269.1
41112,AP5B1,128.8,132.3,164.5,138.5,134.1
41113,C14orf132,19.9,20.6,18.9,12.7,6.7
41114,BRWD1,198.6,256.7,306.7,243.2,282.4
41115,LRP10,119.7,155.9,185.2,138.8,174.5
41116,CBX5,1703.0,2256.0,1790.3,1370.9,1077.4
41117,ING3,392.9,229.8,178.0,189.9,367.6
41118,ZNF33A,1082.0,1067.4,906.9,757.9,984.7
41119,NCKAP5L,47.9,117.3,40.8,101.0,12.9
41120,LNPEP,746.0,496.3,639.8,592.4,731.9
41121,TENM2,11.1,2.0,9.9,47.0,42.4
41122,HOMEZ,107.6,36.0,96.6,50.6,68.4
41123,KIAA1586,578.7,606.9,695.3,363.6,587.0
41124,NMD3,3994.9,5048.8,6384.0,4530.8,4977.2
41125,GPR180,296.6,498.9,268.7,442.1,399.1
41126,LRRCC1,306.7,232.6,179.5,201.8,94.5
41127,BMPR2,467.0,492.3,335.8,390.6,442.1
41128,FAM126B,253.6,162.4,88.6,130.9,127.8
41129,KIF21A,166.4,226.0,156.8,119.2,225.8
41130,TRIM56,370.6,519.7,405.7,534.9,475.3
41131,TRMT10A,336.6,268.4,230.8,328.9,220.9
41132,PAGR1,875.8,721.7,637.9,533.3,673.5
41133,COL12A1,1.9,7.9,49.6,43.9,35.6
41134,STRIP2,207.4,87.4,87.1,136.8,220.4
41135,CALD1,88.1,101.8,34.3,57.2,72.2
41136,AP000525.9,2374.5,2980.4,2625.9,1480.5,2023.7
41137,FBXW8,20.4,167.5,169.0,4.2,63.3
41138,CNTROB,11.3,9.3,36.5,18.0,10.7
41139,ZNF451,42.6,22.3,55.2,36.8,34.0
41140,LOC100134822,321.9,343.8,238.6,139.0,106.5
41141,PALD1,31.5,20.7,20.8,5.9,13.5
41142,,110.0,74.9,27.2,112.8,9.1
41143,UBR4,29.2,27.0,30.1,50.5,5.4
41144,,71.1,129.0,85.1,61.2,64.7
41145,STAMBPL1,29.4,82.2,9.4,11.7,8.4
41146,ARHGEF39,289.1,221.6,210.0,166.5,201.9
41147,KIAA1755,13.9,24.6,22.4,8.7,20.1
41148,SARS,1811.1,723.5,664.8,2218.3,923.4
41149,SASS6,497.6,380.8,324.5,341.5,412.0
41150,DENR,8414.7,7515.5,7975.4,7858.5,8143.0
41151,PTGR1,5486.4,5108.7,4560.6,4013.8,7626.5
41152,SOX2-OT,2.5,5.0,1.8,0.7,13.7
41153,ZC3H12C,236.7,424.0,352.8,251.3,290.7
41154,ZDHHC18,14.1,7.3,15.8,10.8,11.3
41155,C19orf52,592.0,444.5,536.4,453.8,369.1
41156,ZNF827,234.0,157.9,117.9,136.4,285.5
41157,ARHGAP23,138.7,130.1,192.2,133.8,57.6
41158,U2AF1,312.6,188.2,351.9,255.5,338.4
41159,C20orf96,9.4,12.8,4.6,22.5,10.3
41160,HOXD8,91.7,80.4,116.2,117.9,78.6
41161,ABL2,304.5,277.7,383.1,332.8,359.5
41162,ZDHHC18,9.9,4.1,8.7,4.0,3.2
41163,ODF2L,166.1,163.5,104.4,74.8,58.7
41164,NUDT14,24.9,27.8,26.6,22.0,23.6
41165,ERMN,43.6,17.2,25.3,3.6,22.9
41166,TECPR1,179.9,153.8,230.7,246.0,119.0
41167,BRCC3,922.8,857.6,767.4,909.7,864.1
41168,NUDT14,387.8,438.1,146.5,470.7,186.8
41169,ZSWIM4,8.8,2.5,5.8,5.0,3.5
41170,NOS1,26.9,34.7,81.8,38.1,42.5
41171,GFM2,627.3,226.8,324.0,415.3,374.1
41172,GFM2,1189.8,1033.5,924.3,1142.1,731.6
41173,DBT,398.5,718.7,674.0,406.2,304.8
41174,CSNK1G1,246.4,270.1,266.8,222.6,250.2
41175,DCAF17,221.8,219.9,346.8,228.1,110.9
41176,ZNF276,13.3,19.7,16.9,22.4,132.1
41177,TMEM150C,100.3,62.7,61.9,45.9,74.4
41178,LINC00958,14.4,70.4,53.2,8.6,64.5
41179,RP11-38P22.2,0.5,17.5,1.4,6.8,15.8
41180,EPS15L1,310.8,226.6,231.1,345.8,273.4
41181,ATF6,380.2,583.7,337.7,251.9,198.6
41182,HES2,25.1,23.8,15.4,64.0,70.2
41183,IKZF2,83.1,17.4,105.9,7.2,2.7
41184,ELMOD1 /// LOC643923,6.7,8.7,25.3,3.1,6.3
41185,PRDM15,83.3,147.8,161.4,210.5,291.8
41186,C1orf74,217.4,227.5,169.9,178.6,146.6
41187,MARCH8,143.9,99.8,74.6,155.4,162.9
41188,TRIM14,47.8,43.4,79.7,21.6,43.7
41189,ARPP21,7.4,4.4,33.2,3.9,7.1
41190,HOXC9,128.3,116.9,96.6,219.5,249.4
41191,RP11-631N16.2,53.4,81.3,31.4,28.4,33.4
41192,SGOL1,164.5,74.8,92.0,133.6,95.1
41193,BDP1,429.6,416.2,638.3,215.3,240.0
41194,ZNF529,919.6,1071.9,968.2,867.4,797.0
41195,MUC20,38.6,2.6,14.7,53.2,13.0
41196,LINC01128,9.8,21.3,129.4,66.2,59.7
41197,ZFP28,268.6,255.8,226.9,240.6,241.9
41198,ERO1LB,161.8,220.3,227.4,215.5,280.6
41199,FILIP1,70.0,50.0,28.7,9.7,72.0
41200,ZFHX2,51.6,31.7,105.7,23.9,71.0
41201,MYCT1,5.6,1.4,47.9,2.9,16.7
41202,UBE2F,1141.6,1133.3,1255.8,1948.3,1509.1
41203,,196.4,198.6,111.5,11.0,18.0
41204,ZNF658,321.1,370.5,382.0,349.2,335.0
41205,GNAO1,90.4,49.1,225.2,335.6,34.1
41206,,1217.1,1364.5,1160.4,1187.2,654.7
41207,BPTF,86.9,166.6,196.6,153.1,182.9
41208,DKFZP434I0714 /// MIR4453,1511.2,1394.0,1429.5,1794.2,478.8
41209,HIBADH,659.4,703.7,735.1,1124.3,592.4
41210,RNF213,148.6,265.5,185.8,242.5,157.9
41211,DPP9,5.6,8.9,14.7,12.8,7.8
41212,TAMM41,22.2,103.1,33.1,58.8,36.9
41213,LIN52,1097.3,560.1,691.8,819.5,676.4
41214,BRWD1,354.4,507.4,430.7,369.7,456.4
41215,RBPMS,32.4,22.5,10.2,18.0,3.4
41216,AP4B1,147.6,129.0,189.7,128.8,83.2
41217,ANKRD33B,61.2,32.0,14.9,22.9,39.2
41218,BICD1,346.5,470.2,322.5,195.8,489.3
41219,PCED1A,11.0,68.8,28.7,53.3,39.2
41220,PPP1R9A,84.8,54.1,42.2,65.4,41.9
41221,PHF20L1,259.7,155.3,274.9,195.8,202.0
41222,UGGT1,1593.4,1583.3,1544.6,1768.0,1668.1
41223,STOX2,76.8,35.0,15.4,126.4,89.3
